Ferro electric thin film material,Film thickness (nm),Substrate material,Remnant polarization,Coercive field,Article Title,Source Title,DOI,mpid,formula,space_group,crystal_system,a,b,c,alpha,beta,gamma,volume,density,band_gap,formation_energy,energy_above_hull
YMnO3,,Pt/Ti/SiO2/Si,2,10,Ferroelectric properties of YMnO3 films deposited by metalorganic chemical vapor deposition on Pt/Ti/SiO2/Si substrates,MATERIALS LETTERS,10.1016/j.matlet.2005.08.045,mp-19385,YMnO3,P6_3cm,Hexagonal,6.137989786986560,6.137990097872090,11.440423080000000,90.00000086689970,89.99999816554610,119.99938510118500,373.2740106140470,5.120548727866360,0.0,-3.027483251919540,0.0
Bi4Ti3O12,,Si and Pt/Si,1.6,33.8,Synthesis and characterization of thin films of Bi4Ti3O12 from oxide precursors,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/32/9/302,mp-1179025,Ti3(BiO3)4,C2/m,Monoclinic,3.864694375720030,3.864694375720030,16.978874726609200,84.22256089428060,84.22256089428060,88.83345502699920,251.01098852038200,7.750047518997610,1.542,-2.509956527894740,0.041130956447370000
Bi4Ti3O12,,Pt-coated oxidized Si,9.8,180,Preparation of Bi4Ti3O12 thin films by electron cyclotron resonance sputtering,INTEGRATED FERROELECTRICS,10.1080/10584589608013064,mp-1179025,Ti3(BiO3)4,C2/m,Monoclinic,3.864694375720030,3.864694375720030,16.978874726609200,84.22256089428060,84.22256089428060,88.83345502699920,251.01098852038200,7.750047518997610,1.542,-2.509956527894740,0.041130956447370000
Bi4Ti3O12 (BIT),,,10,100,Synthesis and electrical properties of Sr- and Nb-cosubstituted Bi4-xSrxTi3-xNbxO12 polycrystalline thin films,JAPANESE JOURNAL OF APPLIED PHYSICS PART 2-LETTERS,10.1143/JJAP.42.L949,mp-1179025,Ti3(BiO3)4,C2/m,Monoclinic,3.864694375720030,3.864694375720030,16.978874726609200,84.22256089428060,84.22256089428060,88.83345502699920,251.01098852038200,7.750047518997610,1.542,-2.509956527894740,0.041130956447370000
Pb5Ge3O11,1600,Pt-coated Si,3.3,135,PROCESSING OF A UNIAXIAL FERROELECTRIC PB5GE3O11 THIN-FILM AT 450-DEGREES-C WITH C-AXIS ORIENTATION,APPLIED PHYSICS LETTERS,10.1063/1.106941,mp-557340,Ge3Pb5O11,P3,Trigonal,10.435670584124500,10.435670584124500,10.899195,90.0,90.0,120.00000370319900,1027.93525511909,6.929698297816670,2.501,-1.842273302631580,0.0
PbTiO3,,Pt/Ti/SiO2/Si,17.1,132.1,Crystallization and optical properties of sol-gel-derived PbTiO3 thin films,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/36/17/318,mp-19845,TiPbO3,Pm-3m,Cubic,3.969049,3.969049,3.969049,90.0,90.0,90.0,62.52581792285580,8.048700857425850,1.585,-2.689368039666670,0.041221745999997000
Mn and Ti co-doped BiFeO3 (BFO),,platinized silicon,51,500,Solution-processed BiFeO3 thin films with low leakage current,JOURNAL OF THE EUROPEAN CERAMIC SOCIETY,10.1016/j.jeurceramsoc.2021.05.051,mp-551451,FeBiO3,P1,Triclinic,5.430644,5.458528411681670,5.524043330056890,66.90638248766580,67.50512893589980,65.21539056092890,132.00542267882300,3.935109620597320,1.6259000000000000,-1.236482167000000,0.43792711700000000
PbTiO3,,Si(100),8,110,PREPARATION OF PBTIO3 THIN-FILMS BY SCREEN PRINTING METHOD,JAPANESE JOURNAL OF APPLIED PHYSICS PART 1-REGULAR PAPERS SHORT NOTES & REVIEW PAPERS,10.1143/JJAP.33.6626,mp-19845,TiPbO3,Pm-3m,Cubic,3.969049,3.969049,3.969049,90.0,90.0,90.0,62.52581792285580,8.048700857425850,1.585,-2.689368039666670,0.041221745999997000
Pb5Ge3O11,150,Si,3.8,93,The ferroelectric properties of c-axis oriented Pb5Ge3O11 thin films prepared by metalorganic chemical vapor deposition,APPLIED PHYSICS LETTERS,10.1063/1.123955,mp-557340,Ge3Pb5O11,P3,Trigonal,10.435670584124500,10.435670584124500,10.899195,90.0,90.0,120.00000370319900,1027.93525511909,6.929698297816670,2.501,-1.842273302631580,0.0
SrBi2Ta2O9,,MgO (and/or SrTiO3),5,70,Oriented growth of SrBi2Ta2O9 ferroelectric thin films,APPLIED PHYSICS LETTERS,10.1063/1.118008,mp-554675,SrTa2Bi2O9,I4/mmm,Tetragonal,12.88926010521210,12.88926010521210,12.88926010521210,162.43201051905100,162.43201051905100,24.944205836485600,195.03203960702600,8.6118536180181,2.012,-2.813450842119050,0.024446373214285000
SrBi2Ta2O9,160-190,sapphire and Pt/Ti/SiO2/Si,7.8,55,SrBi2Ta2O9 thin films made by liquid source metal-organic chemical vapor deposition,JOURNAL OF MATERIALS RESEARCH,10.1557/JMR.1997.0114,mp-554675,SrTa2Bi2O9,I4/mmm,Tetragonal,12.88926010521210,12.88926010521210,12.88926010521210,162.43201051905100,162.43201051905100,24.944205836485600,195.03203960702600,8.6118536180181,2.012,-2.813450842119050,0.024446373214285000
SrBi2Ta2O9 (SBT),,Pt/Ti/SiO2/Si,8.4,57,Pulsed laser ablation synthesis and ferroelectric properties of SrBi2Ta2O9 thin films,INTEGRATED FERROELECTRICS,10.1080/10584589808238771,mp-554675,SrTa2Bi2O9,I4/mmm,Tetragonal,12.88926010521210,12.88926010521210,12.88926010521210,162.43201051905100,162.43201051905100,24.944205836485600,195.03203960702600,8.6118536180181,2.012,-2.813450842119050,0.024446373214285000
HoMnO3,,,3.7,690,Physical properties of multiferroic hexagonal HoMnO3 thin films,APPLIED PHYSICS LETTERS,10.1063/1.2718512,mp-19056,HoMnO3,P6_3cm,Hexagonal,6.107331391561990,6.107331675126530,11.407969970000200,90.00001481671110,90.0000088569456,119.99970365074800,368.5049195231800,7.242284250543950,0.0,-3.068283038252870,0.00021602933333300000
BaTi2O5,,Pt/Ti/SiO2/Si,2.25,113.4,Dielectric and ferroelectric properties of BaTi2O5 thin films prepared by sol-gel method,MATERIALS LETTERS,10.1016/j.matlet.2012.12.070,mp-3943,BaTi2O5,C2/m,Monoclinic,8.756715490890980,8.756715490890980,9.69479512421887,77.44445345140660,77.44445345140660,25.836050696759700,315.8104194178930,4.938200329835690,1.8301,-3.509142515208330,0.022967943125062000
BaTiO3,,"platinum coated silicon, bare silicon, and fused quartz",2.2,25,"Structural, electrical, and optical studies on rapid thermally processed ferroelectric BaTiO3 thin films prepared by metallo-organic solution deposition technique",THIN SOLID FILMS,10.1016/S0040-6090(96)09468-0,mp-19990,BaTiO3,P4/mmm,Tetragonal,4.112467,4.112467,5.035613,90.0,90.0,90.0,85.16422489125650,4.546800709110380,0.0,-1.684818113666670,1.8074598639999700
Bi4Ti3O12,,silicon,0.8,20,Preparation and characterization of ferroelectric Bi4Ti3O12 thin films grown on (100)-oriented silicon wafers,JAPANESE JOURNAL OF APPLIED PHYSICS PART 1-REGULAR PAPERS SHORT NOTES & REVIEW PAPERS,10.1143/JJAP.35.4984,mp-1179025,Ti3(BiO3)4,C2/m,Monoclinic,3.864694375720030,3.864694375720030,16.978874726609200,84.22256089428060,84.22256089428060,88.83345502699920,251.01098852038200,7.750047518997610,1.542,-2.509956527894740,0.041130956447370000
SrBi2Ta2O9 (SBT),,,5.0,50,Greening the synthesis of SrBi2Ta2O9 thin films,MATERIALS LETTERS,10.1016/j.matlet.2005.07.065,mp-554675,SrTa2Bi2O9,I4/mmm,Tetragonal,12.88926010521210,12.88926010521210,12.88926010521210,162.43201051905100,162.43201051905100,24.944205836485600,195.03203960702600,8.6118536180181,2.012,-2.813450842119050,0.024446373214285000
BiFeO3,,Pt(111)/Ti/SiO2/Si(100),52,886,Effects of Ho and Ti Doping on Structural and Electrical Properties of BiFeO3 Thin Films,JOURNAL OF THE AMERICAN CERAMIC SOCIETY,10.1111/jace.12641,mp-551451,FeBiO3,P1,Triclinic,5.430644,5.458528411681670,5.524043330056890,66.90638248766580,67.50512893589980,65.21539056092890,132.00542267882300,3.935109620597320,1.6259000000000000,-1.236482167000000,0.43792711700000000
BEFMO,,,95,787,Electrical Properties of BiFeO3 and (Bi0.9Eu0.1)(Fe0.9Mn0.1)O3-δ Thin Films,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,10.3938/jkps.60.193,mp-556856,BaCSNCl,P2_1/m,Monoclinic,4.689795,5.913086,8.904977198449190,81.28905267352290,90.0,90.0,244.09683514674900,3.141016015046360,4.1666,-1.4024078185,0.013925771000001000
LiNbO3,,Si(100),2.74,170,Characteristics of LiNbO3 memory capacitors fabricated using a low thermal budget process,SOLID-STATE ELECTRONICS,10.1016/S0038-1101(01)00042-9,mp-674361,LiNbO3,P1,Triclinic,5.249953,5.583396531074970,21.726704130115800,94.76912965703470,90.0166059024178,117.97801421416200,559.9273656950110,4.384557291808810,2.9621,-2.8894612342666700,0.010056417400003000
Bi4Ti3O12,1000,Pt/Ti/SiO2/Si,13.5,60,Randomly oriented Bi4Ti3O12 thin films derived from a hybrid sol-gel process,THIN SOLID FILMS,10.1016/S0040-6090(00)01561-3,mp-1179025,Ti3(BiO3)4,C2/m,Monoclinic,3.864694375720030,3.864694375720030,16.978874726609200,84.22256089428060,84.22256089428060,88.83345502699920,251.01098852038200,7.750047518997610,1.542,-2.509956527894740,0.041130956447370000
BiFeO3 and (Bi0.9RE0.1)(Fe0.975Cu0.025)O3,,Pt(111)/Ti/SiO2/Si(100),89.15,345,Electrical properties of chemical solution deposited (Bi0.9RE0.1)(Fe0.975Cu0.025)O3-δ (RE = Ho and Tb) thin films,CERAMICS INTERNATIONAL,10.1016/j.ceramint.2012.10.060,mp-551451,FeBiO3,P1,Triclinic,5.430644,5.458528411681670,5.524043330056890,66.90638248766580,67.50512893589980,65.21539056092890,132.00542267882300,3.935109620597320,1.6259000000000000,-1.236482167000000,0.43792711700000000
PbTiO3,,MgO and Si,3,109.54,Preparation of PbTiO3 thin films by liquid source misted chemical vapor deposition (LSMCVD) method,JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,10.2109/jcersj.114.603,mp-19845,TiPbO3,Pm-3m,Cubic,3.969049,3.969049,3.969049,90.0,90.0,90.0,62.52581792285580,8.048700857425850,1.585,-2.689368039666670,0.041221745999997000
PbTiO3,,,11.9,235,Photoactivation of Sol-Gel Precursors for the Low-Temperature Preparation of PbTiO3 Ferroelectric Thin Films,JOURNAL OF THE AMERICAN CERAMIC SOCIETY,10.1111/j.1551-2916.2010.04095.x,mp-19845,TiPbO3,Pm-3m,Cubic,3.969049,3.969049,3.969049,90.0,90.0,90.0,62.52581792285580,8.048700857425850,1.585,-2.689368039666670,0.041221745999997000
SrBi2Ta2O9,,Pt/TiO2/SiO2/Si,13,75,Crystallization of SrBi2Ta2O9 thin films in N2 ambient by chemical solution deposition method,JAPANESE JOURNAL OF APPLIED PHYSICS PART 1-REGULAR PAPERS SHORT NOTES & REVIEW PAPERS,10.1143/JJAP.40.2403,mp-554675,SrTa2Bi2O9,I4/mmm,Tetragonal,12.88926010521210,12.88926010521210,12.88926010521210,162.43201051905100,162.43201051905100,24.944205836485600,195.03203960702600,8.6118536180181,2.012,-2.813450842119050,0.024446373214285000
LiNbO3,,,2,50,Robust Macroscopic Polarization of Block Copolymer-Templated Mesoporous Perovskite-Type Thin-Film Ferroelectrics,ADVANCED ELECTRONIC MATERIALS,10.1002/aelm.201800287,mp-674361,LiNbO3,P1,Triclinic,5.249953,5.583396531074970,21.726704130115800,94.76912965703470,90.0166059024178,117.97801421416200,559.9273656950110,4.384557291808810,2.9621,-2.8894612342666700,0.010056417400003000
BiFeO3,,Pt(111)/Ti/SiO2/Si(100),51,685,"Studies on structural and electrical properties of transition metal ions (Mn, Co and Cu) co-doped Bi0.9Dy0.1FeO3 thin films",JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY,10.1007/s10971-013-3105-7,mp-551451,FeBiO3,P1,Triclinic,5.430644,5.458528411681670,5.524043330056890,66.90638248766580,67.50512893589980,65.21539056092890,132.00542267882300,3.935109620597320,1.6259000000000000,-1.236482167000000,0.43792711700000000
Bi4Ti3O12,,Pt/Ti/SiO2/Si,4.09,56.1,Growth of Bi4Ti3O12 thin film by two-dimensional RF magnetron sputtering with Bi2O3 and TiO2 targets,JAPANESE JOURNAL OF APPLIED PHYSICS PART 1-REGULAR PAPERS BRIEF COMMUNICATIONS & REVIEW PAPERS,10.1143/JJAP.41.1536,mp-1179025,Ti3(BiO3)4,C2/m,Monoclinic,3.864694375720030,3.864694375720030,16.978874726609200,84.22256089428060,84.22256089428060,88.83345502699920,251.01098852038200,7.750047518997610,1.542,-2.509956527894740,0.041130956447370000
SrBi4Ti4O15,,IrO2,19,116,Ferroelectric SrBi4Ti4O15 thin films with high polarization grown on an IrO2 layer,APPLIED PHYSICS LETTERS,10.1063/1.1421078,mp-1217847,SrTi4Bi4O15,Cmc2_1,Orthorhombic,20.787532914830400,20.787532914830400,5.556209,90.0,90.0,164.7993886145800,629.5297996305600,7.148292051899280,1.7965,-2.756441758472220,0.0030988107291700000
SrBi2Ta2O9 (SBT),,,8.5,121,Low-temperature synthesis of SrBi2Ta2O9 thin films with Bi2SiO5-containing seed layers,JAPANESE JOURNAL OF APPLIED PHYSICS PART 2-LETTERS & EXPRESS LETTERS,10.1143/JJAP.41.L1492,mp-554675,SrTa2Bi2O9,I4/mmm,Tetragonal,12.88926010521210,12.88926010521210,12.88926010521210,162.43201051905100,162.43201051905100,24.944205836485600,195.03203960702600,8.6118536180181,2.012,-2.813450842119050,0.024446373214285000
PbTiO3,,platinum,80,280,ELECTRIC AND PYROELECTRIC BEHAVIORS OF PBTIO3 THIN-FILMS FORMED BY AN EXCIMER-LASER ABLATION TECHNIQUE,JAPANESE JOURNAL OF APPLIED PHYSICS PART 1-REGULAR PAPERS SHORT NOTES & REVIEW PAPERS,10.1143/JJAP.32.5611,mp-19845,TiPbO3,Pm-3m,Cubic,3.969049,3.969049,3.969049,90.0,90.0,90.0,62.52581792285580,8.048700857425850,1.585,-2.689368039666670,0.041221745999997000
PbZrO3,,Pt(1 1 1)/Ti/SiO2/Si(1 0 0) and fused quartz,32,84,"Structural, dielectric and optical properties of highly oriented lead zirconate thin films prepared by sol-gel process",MATERIALS CHEMISTRY AND PHYSICS,10.1016/S0254-0584(02)00514-X,mp-1068577,ZrPbO3,Pm-3m,Cubic,4.208933,4.208933,4.208933,90.0,90.0,90.0,74.56174053380130,7.715050540923730,2.2792,-2.793935413,0.08222417481249700
BiFeO3,,Pt-coated silicon,50,2220,Polarization switching at room temperature of undoped BiFeO3 thin films crystallized at temperatures between 400 ≤ T ≤ 500°C,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,10.1007/s10854-015-3150-9,mp-551451,FeBiO3,P1,Triclinic,5.430644,5.458528411681670,5.524043330056890,66.90638248766580,67.50512893589980,65.21539056092890,132.00542267882300,3.935109620597320,1.6259000000000000,-1.236482167000000,0.43792711700000000
SrBi2Ta2O9,200,Pt coated Si wafers and single-crystal sapphire,8.3,60,Metalorganic chemical vapor deposition of ferroelectric SrBi2Ta2O9 thin films,APPLIED PHYSICS LETTERS,10.1063/1.116486,mp-554675,SrTa2Bi2O9,I4/mmm,Tetragonal,12.88926010521210,12.88926010521210,12.88926010521210,162.43201051905100,162.43201051905100,24.944205836485600,195.03203960702600,8.6118536180181,2.012,-2.813450842119050,0.024446373214285000
BiFeO3,,Pt buffered glass,80,445,"Multiferroic and nanomechanical properties of Bi1-xRxFeO3 polycrystalline films (R = La, Pr, Sm, and Ho; x=0-0.15)",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2020.156080,mp-551451,FeBiO3,P1,Triclinic,5.430644,5.458528411681670,5.524043330056890,66.90638248766580,67.50512893589980,65.21539056092890,132.00542267882300,3.935109620597320,1.6259000000000000,-1.236482167000000,0.43792711700000000
Ba2NaNb5O15 (BNN),,Pt,0.8,24.0,Effect of laser energy density on the fabrication of Ba2NaNb5O15 thin films by pulsed laser ablation,JAPANESE JOURNAL OF APPLIED PHYSICS PART 1-REGULAR PAPERS SHORT NOTES & REVIEW PAPERS,10.1143/JJAP.36.5925,mp-15983,Ba2NaNb5O15,P4bm,Tetragonal,12.645437,12.645437,4.143903,90.0,90.0,90.0,662.6394157740340,5.022752543749460,2.5083,-3.119923172233880,0.015463575434781000
Bi4Ti3O12,120,,7.5,67,New low-temperature processing of metalorganic chemical vapor deposition-Bi4Ti3O12 thin films using BiOx buffer layer,JAPANESE JOURNAL OF APPLIED PHYSICS PART 1-REGULAR PAPERS SHORT NOTES & REVIEW PAPERS,10.1143/JJAP.38.127,mp-1179025,Ti3(BiO3)4,C2/m,Monoclinic,3.864694375720030,3.864694375720030,16.978874726609200,84.22256089428060,84.22256089428060,88.83345502699920,251.01098852038200,7.750047518997610,1.542,-2.509956527894740,0.041130956447370000
Bi4Ti3O12,,,20,35,Pure Bi4Ti3O12 thin films with improved ferroelectric properties,APPLIED PHYSICS LETTERS,10.1063/1.1803934,mp-1179025,Ti3(BiO3)4,C2/m,Monoclinic,3.864694375720030,3.864694375720030,16.978874726609200,84.22256089428060,84.22256089428060,88.83345502699920,251.01098852038200,7.750047518997610,1.542,-2.509956527894740,0.041130956447370000
BaTiO3,400,LaSr0.5Co0.5O3 coated (001)MgO,14,15,Intrinsic dead layer effects in relaxed epitaxial BaTiO3 thin film grown by pulsed laser deposition,MATERIALS & DESIGN,10.1016/j.matdes.2017.03.001,mp-19990,BaTiO3,P4/mmm,Tetragonal,4.112467,4.112467,5.035613,90.0,90.0,90.0,85.16422489125650,4.546800709110380,0.0,-1.684818113666670,1.8074598639999700
YMnO3,,platinized silicon,1.08,100,Ferroelectric properties of YMnO3 thin films prepared by chemical solution deposition,INTEGRATED FERROELECTRICS,,mp-19385,YMnO3,P6_3cm,Hexagonal,6.137989786986560,6.137990097872090,11.440423080000000,90.00000086689970,89.99999816554610,119.99938510118500,373.2740106140470,5.120548727866360,0.0,-3.027483251919540,0.0
PbTiO3,700,,37,86,PREPARATION OF FERROELECTRIC PBTIO3 THIN-FILM BY REACTIVE SPUTTERING,JAPANESE JOURNAL OF APPLIED PHYSICS PART 1-REGULAR PAPERS SHORT NOTES & REVIEW PAPERS,10.1143/JJAP.30.727,mp-19845,TiPbO3,Pm-3m,Cubic,3.969049,3.969049,3.969049,90.0,90.0,90.0,62.52581792285580,8.048700857425850,1.585,-2.689368039666670,0.041221745999997000
SrBi2Ta2O9 (SBT),,Pt/TiOx/SiO2/Si,4.35,31.5,Influence of annealing temperature on ferroelectric properties of SrBi2Ta2O9 thin films prepared by off-axis radio frequency magnetron sputtering,JOURNAL OF APPLIED PHYSICS,10.1063/1.1317240,mp-554675,SrTa2Bi2O9,I4/mmm,Tetragonal,12.88926010521210,12.88926010521210,12.88926010521210,162.43201051905100,162.43201051905100,24.944205836485600,195.03203960702600,8.6118536180181,2.012,-2.813450842119050,0.024446373214285000
BiFeO3,,Pt(2 0 0)/TiO2/SiO2/Si(1 0 0),196,600,Effects of co-substitution on the electrical properties of BiFeO3 thin films prepared by chemical solution deposition,APPLIED SURFACE SCIENCE,10.1016/j.apsusc.2007.07.076,mp-551451,FeBiO3,P1,Triclinic,5.430644,5.458528411681670,5.524043330056890,66.90638248766580,67.50512893589980,65.21539056092890,132.00542267882300,3.935109620597320,1.6259000000000000,-1.236482167000000,0.43792711700000000
Bi4Ti3O12,400,,0.4,20,Fabrication of ferroelectric Bi4Ti3O12 thin films and micropatterns by means of chemical solution decomposition and electron beam irradiation,INTEGRATED FERROELECTRICS,10.1080/10584589708221708,mp-1179025,Ti3(BiO3)4,C2/m,Monoclinic,3.864694375720030,3.864694375720030,16.978874726609200,84.22256089428060,84.22256089428060,88.83345502699920,251.01098852038200,7.750047518997610,1.542,-2.509956527894740,0.041130956447370000
Pb5Ge3O11(PGO),340,Si,5.7,63,Ferroelectric properties of Pt/Pb5Ge3O11/Pt and Pt/Pb5Ge3O11/HfO2/Si structures,JAPANESE JOURNAL OF APPLIED PHYSICS PART 1-REGULAR PAPERS BRIEF COMMUNICATIONS & REVIEW PAPERS,10.1143/JJAP.44.6644,mp-24461,H12OsN5Cl3O,I4mm,Tetragonal,6.917725088717970,6.917725088717970,6.917725088717970,113.07049216095800,113.07049216095800,102.49023993620200,252.0509821795380,2.600439371354270,2.0881,-0.69826797659091,0.022587363636361
SrBi4Ti4O15 (SBTi),,platinum coated silicon,5.1,135,Growth of SrBi4Ti4O15 thin films in a microwave oven by the polymeric precursor method,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2007.01.116,mp-1217847,SrTi4Bi4O15,Cmc2_1,Orthorhombic,20.787532914830400,20.787532914830400,5.556209,90.0,90.0,164.7993886145800,629.5297996305600,7.148292051899280,1.7965,-2.756441758472220,0.0030988107291700000
Bi4Ti3O12,,silicon,2.4,2.3,Effect of grain size on Bi4Ti3O12 thin film properties,JAPANESE JOURNAL OF APPLIED PHYSICS PART 1-REGULAR PAPERS SHORT NOTES & REVIEW PAPERS,10.1143/JJAP.37.5166,mp-1179025,Ti3(BiO3)4,C2/m,Monoclinic,3.864694375720030,3.864694375720030,16.978874726609200,84.22256089428060,84.22256089428060,88.83345502699920,251.01098852038200,7.750047518997610,1.542,-2.509956527894740,0.041130956447370000
PbTiO3,,Pt-Si,14,150,Characteristics of PbTiO3 thin films on Pt/Ti/SiO2/Si by continuous cooling process,JOURNAL OF MATERIALS SCIENCE,10.1007/BF01152136,mp-19845,TiPbO3,Pm-3m,Cubic,3.969049,3.969049,3.969049,90.0,90.0,90.0,62.52581792285580,8.048700857425850,1.585,-2.689368039666670,0.041221745999997000
ZrO2,17,,6,1500,Ferroelectric phase formation for undoped ZrO2 thin films by wet O2 annealing,JAPANESE JOURNAL OF APPLIED PHYSICS,10.35848/1347-4065/ab80de,mp-1245318,ZrO2,P1,Triclinic,10.437354379858,9.986001923809350,11.271598365462900,91.07085305324770,95.4361182536331,93.91097622082890,1166.4283524718200,5.262636308408360,2.9114,-3.590938117111110,0.222679637888887
BiFeO3,,Pt,23.26,563,"Effect of processing parameters on the structural, electrical and magnetic properties of BFO thin film synthesized via RF magnetron sputtering",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2016.05.114,mp-551451,FeBiO3,P1,Triclinic,5.430644,5.458528411681670,5.524043330056890,66.90638248766580,67.50512893589980,65.21539056092890,132.00542267882300,3.935109620597320,1.6259000000000000,-1.236482167000000,0.43792711700000000
BiFeO3 and (Bi0.9Re0.1)(Fe0.9Mn0.1)O3-delta,,Pt(111)/Ti/SiO2/Si(100),61.7,657,Enhancement of Ferroelectricity in Rare Earth and Manganese Ions Co-doped BiFeO3 Thin Films via Chemical Solution Deposition Method,INTEGRATED FERROELECTRICS,10.1080/10584587.2012.660444,mp-551451,FeBiO3,P1,Triclinic,5.430644,5.458528411681670,5.524043330056890,66.90638248766580,67.50512893589980,65.21539056092890,132.00542267882300,3.935109620597320,1.6259000000000000,-1.236482167000000,0.43792711700000000
HfO2,,,9,1950,Improvement of ferroelectric properties in undoped hafnium oxide thin films using thermal atomic layer deposition,JAPANESE JOURNAL OF APPLIED PHYSICS,10.7567/1347-4065/ab0ded,mp-1244883,HfO2,P1,Triclinic,10.994877239299200,10.86933980337990,11.135480148996400,92.29869496641970,90.80401808788060,93.76473825497250,1326.6428296090900,8.957833639278320,3.7691,-3.790489710490200,0.229321330343136
SrBi2Ta2O9,250,,8.6,23,Properties of SrBi2Ta2O9 ferroelectric thin films prepared by a modified metalorganic solution deposition technique,APPLIED PHYSICS LETTERS,10.1063/1.118485,mp-554675,SrTa2Bi2O9,I4/mmm,Tetragonal,12.88926010521210,12.88926010521210,12.88926010521210,162.43201051905100,162.43201051905100,24.944205836485600,195.03203960702600,8.6118536180181,2.012,-2.813450842119050,0.024446373214285000
Bi4Ti3O12 (BIT),,Pt,2.5,25,Preparation of highly oriented bismuth titanate thin films by sol-gel process,JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,10.2109/jcersj.104.1015,mp-1179025,Ti3(BiO3)4,C2/m,Monoclinic,3.864694375720030,3.864694375720030,16.978874726609200,84.22256089428060,84.22256089428060,88.83345502699920,251.01098852038200,7.750047518997610,1.542,-2.509956527894740,0.041130956447370000
SrBi2Ta2O9,,Bi2O3/Pt/Ti/SiO2/Si,11.9,57,The role of Bi2O3 interfacial layer in improvement of ferroelectric properties of SrBi2Ta2O9 thin films deposited by liquid-delivery MOCVD,INTEGRATED FERROELECTRICS,10.1080/713718233,mp-554675,SrTa2Bi2O9,I4/mmm,Tetragonal,12.88926010521210,12.88926010521210,12.88926010521210,162.43201051905100,162.43201051905100,24.944205836485600,195.03203960702600,8.6118536180181,2.012,-2.813450842119050,0.024446373214285000
Bi4Ti3O12,,silicon,2.4,2.3,Preparation and properties of Bi4Ti3O12 thin films grown at low substrate temperatures,THIN SOLID FILMS,10.1016/S0040-6090(99)00025-5,mp-1179025,Ti3(BiO3)4,C2/m,Monoclinic,3.864694375720030,3.864694375720030,16.978874726609200,84.22256089428060,84.22256089428060,88.83345502699920,251.01098852038200,7.750047518997610,1.542,-2.509956527894740,0.041130956447370000
SrBi2Nb2O9 (SBN),,Pt/Ti/SiO2/Si(100),23.2,112,Ferroelectric SBN thin films grown by an SBN/Bi2O3 PLD sequential process,JOURNAL OF THE EUROPEAN CERAMIC SOCIETY,10.1016/S0955-2219(00)00304-6,mp-23614,SrNb2Bi2O9,Cmc2_1,Orthorhombic,13.012445347588800,13.012445347588800,5.688484,90.0,90.0,154.9332616779610,408.08048554871800,6.798632743194400,2.5807,-2.6803581721428600,0.0
SrBi2Ta2O9 (SBT),,Pt/Ti/SiO2/Si,19.8,116,Structure control and characterization of SrBi2Ta2O9 thin films by a modified annealing method,APPLIED PHYSICS LETTERS,10.1063/1.123505,mp-554675,SrTa2Bi2O9,I4/mmm,Tetragonal,12.88926010521210,12.88926010521210,12.88926010521210,162.43201051905100,162.43201051905100,24.944205836485600,195.03203960702600,8.6118536180181,2.012,-2.813450842119050,0.024446373214285000
PbTiO3 (PT),,"Pt/Ti/Si, Pt/Ti/SiO2/Si, LaNiO3/SiO2/Si",21.45,115.3,"Structural, dielectric, and ferroelectric properties of PbTiO3 thin films by a simple sol-gel technique",MATERIALS SCIENCE AND ENGINEERING B-SOLID STATE MATERIALS FOR ADVANCED TECHNOLOGY,10.1016/S0921-5107(02)00131-9,mp-19845,TiPbO3,Pm-3m,Cubic,3.969049,3.969049,3.969049,90.0,90.0,90.0,62.52581792285580,8.048700857425850,1.585,-2.689368039666670,0.041221745999997000
BaTiO3,,YBa2Cu3O7-delta,1.25,30,Ferroelectricity and structure of BaTiO3 grown on YBa2Cu3O7-δ thin films,EUROPEAN PHYSICAL JOURNAL B,10.1007/s100510051056,mp-19990,BaTiO3,P4/mmm,Tetragonal,4.112467,4.112467,5.035613,90.0,90.0,90.0,85.16422489125650,4.546800709110380,0.0,-1.684818113666670,1.8074598639999700
SrBi2Ta2O9 (SBT),,Pt/TiO2/SiO2/Si(100),6.6,23,Characteristics of SrBi2Ta2O9 thin films prepared by pulsed laser deposition for non-volatile memory applications,THIN SOLID FILMS,10.1016/S0040-6090(00)01235-9,mp-554675,SrTa2Bi2O9,I4/mmm,Tetragonal,12.88926010521210,12.88926010521210,12.88926010521210,162.43201051905100,162.43201051905100,24.944205836485600,195.03203960702600,8.6118536180181,2.012,-2.813450842119050,0.024446373214285000
